"line","YDHPL","YDHA","PLHA","SW100","TSW","POM"
"DAB_925",801.986282726866,1018.5436018746,32.5871773362335,25.89973893387,165.953877186902,13.3809604068539
"DAB_926",987.185771450645,1217.50712842235,15.8283984628929,22.8980883261343,77.3825035345421,7.18143301206018
"DAB_927",749.988482111199,914.898799725256,13.0612850507321,19.2523000252495,44.5761020454769,3.27346034579701
"DAB_928",978.527033453626,929.993796823817,12.0393814570013,21.9252934655845,54.0779362711424,4.2114115101164
"DAB_929",827.950219685391,918.224588416316,33.4475385962703,27.5253750573587,169.096578096178,14.2207909276905
"DAB_930",1020.04176973537,1064.76879321565,22.1001596401782,24.9974299846902,145.24373112658,10.6440578838658
"DAB_932",828.319618138642,936.038149553209,30.7861689212575,27.401945087961,149.308542816836,12.915132036541
"DAB_933",1095.85059180851,1311.17840361769,15.6069412430474,24.6667587932633,99.6563373247914,8.16516500052868
"DAB_934",662.357820923501,953.200042387677,15.1284110799725,19.852310155824,47.9843568285268,4.84363106350404
"DAB_936",815.598731452076,1136.17973444717,12.822054216134,22.6396370923471,53.0521622660942,4.03261171936692
"DAB_937",787.773168836294,841.122964028564,26.7288254272613,23.8211505815782,122.293199267499,10.2064675376003
"DAB_938",581.394822716274,661.101194337846,25.5934048885561,19.1859663425442,75.7545641647411,7.20265355747461
"DAB_939",721.982590281972,807.683036355297,29.2336119056345,25.5201649889399,134.179424104942,13.4134777498353
"DAB_940",1016.9472393832,1104.55417764131,29.3076566333753,22.5455296856253,195.247097923681,14.0251642566797
"DAB_942",812.259383246316,987.13652968303,28.110758295002,24.6370122698014,132.845312958782,11.4280162951186
"DAD_036",466.196950272823,572.638273099579,21.4195371926063,20.7348777484328,41.0659169502592,3.144142291747
"DAN_001",850.149946806908,940.313383742737,30.2392183830654,23.2708528926469,154.863365502181,11.7658277575957
"DAN_002",908.30599210541,1005.7189641984,30.116888605836,24.8437523366644,160.011454401823,13.688302302746
"DAN_003",752.148332966354,846.207460565529,27.027771865625,23.1715939893641,114.30612806717,10.5391070588863
"DAN_004",679.247583677087,812.338029298834,25.4530380303076,24.7288007991686,89.3863666214346,9.2023914710434
"DAN_005",531.150251083847,707.217540565083,24.5159382945718,22.0848653247382,63.2247418229657,5.90805263333953
"DAN_006",896.589226780992,944.42751314511,20.8942853429931,23.4481995885145,108.095681441853,9.75774920223606
"DAN_007",875.910984739444,1025.7344320985,23.2309509376972,25.0420280837586,122.635669083264,9.38809706280326
